direction	grouping	group_value	expert_id	wins	total	proportion	record_type	mean_gain
A	video_id	6q5uKCgairk	moddrop_seed1111	11	56	0.1964285714	oracle_expert_win	
A	video_id	6q5uKCgairk	moddrop_seed1114	10	56	0.1785714286	oracle_expert_win	
A	video_id	6q5uKCgairk	uniform_kd_seed1111	6	56	0.1071428571	oracle_expert_win	
A	video_id	6qmReTSoz0E	uniform_kd_seed1111	4	4	1	oracle_expert_win	
A	video_id	6rkV4QRcVnk	cfcompat_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	6rkV4QRcVnk	moddrop_seed1111	8	28	0.2857142857	oracle_expert_win	
A	video_id	6rkV4QRcVnk	moddrop_seed1114	6	28	0.2142857143	oracle_expert_win	
A	video_id	6rkV4QRcVnk	uniform_kd_seed1111	10	28	0.3571428571	oracle_expert_win	
A	video_id	6vbd4o5rIjM	cfcompat_seed1111	1	28	0.03571428571	oracle_expert_win	
A	video_id	6vbd4o5rIjM	moddrop_seed1111	10	28	0.3571428571	oracle_expert_win	
A	video_id	6vbd4o5rIjM	moddrop_seed1114	8	28	0.2857142857	oracle_expert_win	
A	video_id	6vbd4o5rIjM	uniform_kd_seed1111	9	28	0.3214285714	oracle_expert_win	
A	video_id	70710	cfcompat_seed1111	4	16	0.25	oracle_expert_win	
A	video_id	70710	cfcompat_seed1114	6	16	0.375	oracle_expert_win	
A	video_id	70710	moddrop_seed1114	6	16	0.375	oracle_expert_win	
A	video_id	708sewcSXVY	cfcompat_seed1114	6	12	0.5	oracle_expert_win	
A	video_id	708sewcSXVY	moddrop_seed1114	4	12	0.3333333333	oracle_expert_win	
A	video_id	708sewcSXVY	uniform_kd_seed1111	2	12	0.1666666667	oracle_expert_win	
A	video_id	72017	cfcompat_seed1111	18	56	0.3214285714	oracle_expert_win	
A	video_id	72017	cfcompat_seed1114	15	56	0.2678571429	oracle_expert_win	
A	video_id	72017	moddrop_seed1111	9	56	0.1607142857	oracle_expert_win	
A	video_id	72017	moddrop_seed1114	5	56	0.08928571429	oracle_expert_win	
A	video_id	72017	uniform_kd_seed1111	9	56	0.1607142857	oracle_expert_win	
A	video_id	72tXTrSXoMk	cfcompat_seed1111	7	36	0.1944444444	oracle_expert_win	
A	video_id	72tXTrSXoMk	cfcompat_seed1114	12	36	0.3333333333	oracle_expert_win	
A	video_id	72tXTrSXoMk	moddrop_seed1111	4	36	0.1111111111	oracle_expert_win	
A	video_id	72tXTrSXoMk	moddrop_seed1114	13	36	0.3611111111	oracle_expert_win	
A	video_id	73447	cfcompat_seed1111	13	72	0.1805555556	oracle_expert_win	
A	video_id	73447	cfcompat_seed1114	7	72	0.09722222222	oracle_expert_win	
A	video_id	73447	moddrop_seed1111	25	72	0.3472222222	oracle_expert_win	
A	video_id	73447	moddrop_seed1114	14	72	0.1944444444	oracle_expert_win	
A	video_id	73447	uniform_kd_seed1111	13	72	0.1805555556	oracle_expert_win	
A	video_id	74184	cfcompat_seed1111	11	52	0.2115384615	oracle_expert_win	
A	video_id	74184	cfcompat_seed1114	4	52	0.07692307692	oracle_expert_win	
A	video_id	74184	moddrop_seed1111	25	52	0.4807692308	oracle_expert_win	
A	video_id	74184	moddrop_seed1114	7	52	0.1346153846	oracle_expert_win	
A	video_id	74184	uniform_kd_seed1111	5	52	0.09615384615	oracle_expert_win	
A	video_id	74870	cfcompat_seed1111	24	48	0.5	oracle_expert_win	
A	video_id	74870	cfcompat_seed1114	12	48	0.25	oracle_expert_win	
A	video_id	74870	moddrop_seed1111	11	48	0.2291666667	oracle_expert_win	
A	video_id	74870	uniform_kd_seed1111	1	48	0.02083333333	oracle_expert_win	
A	video_id	75938	cfcompat_seed1111	8	40	0.2	oracle_expert_win	
A	video_id	75938	cfcompat_seed1114	7	40	0.175	oracle_expert_win	
A	video_id	75938	moddrop_seed1111	5	40	0.125	oracle_expert_win	
A	video_id	75938	moddrop_seed1114	14	40	0.35	oracle_expert_win	
A	video_id	75938	uniform_kd_seed1111	6	40	0.15	oracle_expert_win	
A	video_id	76124	cfcompat_seed1111	20	44	0.4545454545	oracle_expert_win	
A	video_id	76124	cfcompat_seed1114	2	44	0.04545454545	oracle_expert_win	
A	video_id	76124	moddrop_seed1111	20	44	0.4545454545	oracle_expert_win	
A	video_id	76124	moddrop_seed1114	2	44	0.04545454545	oracle_expert_win	
A	video_id	79934	cfcompat_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	79934	cfcompat_seed1114	8	28	0.2857142857	oracle_expert_win	
A	video_id	79934	moddrop_seed1111	8	28	0.2857142857	oracle_expert_win	
A	video_id	79934	moddrop_seed1114	1	28	0.03571428571	oracle_expert_win	
A	video_id	79934	uniform_kd_seed1111	7	28	0.25	oracle_expert_win	
A	video_id	7CLe7PZtna4	cfcompat_seed1114	1	8	0.125	oracle_expert_win	
A	video_id	7CLe7PZtna4	moddrop_seed1114	3	8	0.375	oracle_expert_win	
A	video_id	7CLe7PZtna4	uniform_kd_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	7U_z0JfleAw	cfcompat_seed1114	5	20	0.25	oracle_expert_win	
A	video_id	7U_z0JfleAw	moddrop_seed1111	8	20	0.4	oracle_expert_win	
A	video_id	7U_z0JfleAw	moddrop_seed1114	1	20	0.05	oracle_expert_win	
A	video_id	7U_z0JfleAw	uniform_kd_seed1111	6	20	0.3	oracle_expert_win	
A	video_id	7Vp6Lvin1rA	cfcompat_seed1111	9	20	0.45	oracle_expert_win	
A	video_id	7Vp6Lvin1rA	cfcompat_seed1114	1	20	0.05	oracle_expert_win	
A	video_id	7Vp6Lvin1rA	moddrop_seed1114	6	20	0.3	oracle_expert_win	
A	video_id	7Vp6Lvin1rA	uniform_kd_seed1111	4	20	0.2	oracle_expert_win	
A	video_id	7eWclVCXOtk	cfcompat_seed1111	8	32	0.25	oracle_expert_win	
A	video_id	7eWclVCXOtk	cfcompat_seed1114	12	32	0.375	oracle_expert_win	
A	video_id	7eWclVCXOtk	moddrop_seed1111	4	32	0.125	oracle_expert_win	
A	video_id	7eWclVCXOtk	moddrop_seed1114	4	32	0.125	oracle_expert_win	
A	video_id	7eWclVCXOtk	uniform_kd_seed1111	4	32	0.125	oracle_expert_win	
A	video_id	7fPYpqzw1iY	moddrop_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	7fPYpqzw1iY	uniform_kd_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	7hSWYI99-24	cfcompat_seed1111	4	20	0.2	oracle_expert_win	
A	video_id	7hSWYI99-24	cfcompat_seed1114	4	20	0.2	oracle_expert_win	
A	video_id	7hSWYI99-24	moddrop_seed1111	8	20	0.4	oracle_expert_win	
A	video_id	7hSWYI99-24	uniform_kd_seed1111	4	20	0.2	oracle_expert_win	
A	video_id	7oFimEZJQ_A	cfcompat_seed1111	8	16	0.5	oracle_expert_win	
A	video_id	7oFimEZJQ_A	moddrop_seed1114	4	16	0.25	oracle_expert_win	
A	video_id	7oFimEZJQ_A	uniform_kd_seed1111	4	16	0.25	oracle_expert_win	
A	video_id	7rMLN0KKE5k	cfcompat_seed1111	18	116	0.1551724138	oracle_expert_win	
A	video_id	7rMLN0KKE5k	cfcompat_seed1114	42	116	0.3620689655	oracle_expert_win	
A	video_id	7rMLN0KKE5k	moddrop_seed1111	12	116	0.1034482759	oracle_expert_win	
A	video_id	7rMLN0KKE5k	moddrop_seed1114	29	116	0.25	oracle_expert_win	
A	video_id	7rMLN0KKE5k	uniform_kd_seed1111	15	116	0.1293103448	oracle_expert_win	
A	video_id	7vJy1zbopJ8	moddrop_seed1111	4	4	1	oracle_expert_win	
A	video_id	7xiu1tAJ2d8	cfcompat_seed1111	12	48	0.25	oracle_expert_win	
A	video_id	7xiu1tAJ2d8	cfcompat_seed1114	24	48	0.5	oracle_expert_win	
A	video_id	7xiu1tAJ2d8	moddrop_seed1114	8	48	0.1666666667	oracle_expert_win	
A	video_id	7xiu1tAJ2d8	uniform_kd_seed1111	4	48	0.08333333333	oracle_expert_win	
A	video_id	80627	cfcompat_seed1111	8	56	0.1428571429	oracle_expert_win	
A	video_id	80627	cfcompat_seed1114	6	56	0.1071428571	oracle_expert_win	
A	video_id	80627	moddrop_seed1111	12	56	0.2142857143	oracle_expert_win	
A	video_id	80627	moddrop_seed1114	8	56	0.1428571429	oracle_expert_win	
A	video_id	80627	uniform_kd_seed1111	22	56	0.3928571429	oracle_expert_win	
A	video_id	80866	cfcompat_seed1111	24	68	0.3529411765	oracle_expert_win	
A	video_id	80866	cfcompat_seed1114	11	68	0.1617647059	oracle_expert_win	
A	video_id	80866	moddrop_seed1111	10	68	0.1470588235	oracle_expert_win	
A	video_id	80866	moddrop_seed1114	6	68	0.08823529412	oracle_expert_win	
A	video_id	80866	uniform_kd_seed1111	17	68	0.25	oracle_expert_win	
A	video_id	81538	cfcompat_seed1111	4	48	0.08333333333	oracle_expert_win	
A	video_id	81538	cfcompat_seed1114	8	48	0.1666666667	oracle_expert_win	
A	video_id	81538	moddrop_seed1111	10	48	0.2083333333	oracle_expert_win	
A	video_id	81538	moddrop_seed1114	22	48	0.4583333333	oracle_expert_win	
A	video_id	81538	uniform_kd_seed1111	4	48	0.08333333333	oracle_expert_win	
A	video_id	81668	cfcompat_seed1111	10	36	0.2777777778	oracle_expert_win	
A	video_id	81668	cfcompat_seed1114	4	36	0.1111111111	oracle_expert_win	
A	video_id	81668	moddrop_seed1114	4	36	0.1111111111	oracle_expert_win	
A	video_id	81668	uniform_kd_seed1111	18	36	0.5	oracle_expert_win	
A	video_id	83859	cfcompat_seed1111	20	152	0.1315789474	oracle_expert_win	
A	video_id	83859	cfcompat_seed1114	17	152	0.1118421053	oracle_expert_win	
A	video_id	83859	moddrop_seed1111	37	152	0.2434210526	oracle_expert_win	
A	video_id	83859	moddrop_seed1114	52	152	0.3421052632	oracle_expert_win	
A	video_id	83859	uniform_kd_seed1111	26	152	0.1710526316	oracle_expert_win	
A	video_id	83_N43pvgHI	cfcompat_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	83_N43pvgHI	cfcompat_seed1114	4	8	0.5	oracle_expert_win	
A	video_id	84133	cfcompat_seed1111	17	96	0.1770833333	oracle_expert_win	
A	video_id	84133	cfcompat_seed1114	31	96	0.3229166667	oracle_expert_win	
A	video_id	84133	moddrop_seed1111	15	96	0.15625	oracle_expert_win	
A	video_id	84133	moddrop_seed1114	16	96	0.1666666667	oracle_expert_win	
A	video_id	84133	uniform_kd_seed1111	17	96	0.1770833333	oracle_expert_win	
A	video_id	856LGms_0s0	cfcompat_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	856LGms_0s0	cfcompat_seed1114	4	12	0.3333333333	oracle_expert_win	
A	video_id	856LGms_0s0	moddrop_seed1114	4	12	0.3333333333	oracle_expert_win	
A	video_id	87161	cfcompat_seed1111	19	60	0.3166666667	oracle_expert_win	
A	video_id	87161	cfcompat_seed1114	13	60	0.2166666667	oracle_expert_win	
A	video_id	87161	moddrop_seed1111	9	60	0.15	oracle_expert_win	
A	video_id	87161	moddrop_seed1114	11	60	0.1833333333	oracle_expert_win	
A	video_id	87161	uniform_kd_seed1111	8	60	0.1333333333	oracle_expert_win	
A	video_id	88119	cfcompat_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	88119	cfcompat_seed1114	5	28	0.1785714286	oracle_expert_win	
A	video_id	88119	moddrop_seed1111	5	28	0.1785714286	oracle_expert_win	
A	video_id	88119	moddrop_seed1114	6	28	0.2142857143	oracle_expert_win	
A	video_id	88119	uniform_kd_seed1111	8	28	0.2857142857	oracle_expert_win	
A	video_id	88888	cfcompat_seed1111	4	44	0.09090909091	oracle_expert_win	
A	video_id	88888	cfcompat_seed1114	12	44	0.2727272727	oracle_expert_win	
A	video_id	88888	moddrop_seed1111	15	44	0.3409090909	oracle_expert_win	
A	video_id	88888	moddrop_seed1114	8	44	0.1818181818	oracle_expert_win	
A	video_id	88888	uniform_kd_seed1111	5	44	0.1136363636	oracle_expert_win	
A	video_id	88S1BjwMfdw	cfcompat_seed1114	4	20	0.2	oracle_expert_win	
A	video_id	88S1BjwMfdw	moddrop_seed1114	14	20	0.7	oracle_expert_win	
A	video_id	88S1BjwMfdw	uniform_kd_seed1111	2	20	0.1	oracle_expert_win	
A	video_id	88oSn21TFcA	cfcompat_seed1111	6	28	0.2142857143	oracle_expert_win	
A	video_id	88oSn21TFcA	cfcompat_seed1114	5	28	0.1785714286	oracle_expert_win	
A	video_id	88oSn21TFcA	moddrop_seed1111	2	28	0.07142857143	oracle_expert_win	
A	video_id	88oSn21TFcA	moddrop_seed1114	11	28	0.3928571429	oracle_expert_win	
A	video_id	88oSn21TFcA	uniform_kd_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	89747	cfcompat_seed1114	16	40	0.4	oracle_expert_win	
A	video_id	89747	moddrop_seed1111	7	40	0.175	oracle_expert_win	
A	video_id	89747	moddrop_seed1114	5	40	0.125	oracle_expert_win	
A	video_id	89747	uniform_kd_seed1111	12	40	0.3	oracle_expert_win	
A	video_id	8Cp8c-eQELQ	cfcompat_seed1111	7	52	0.1346153846	oracle_expert_win	
A	video_id	8Cp8c-eQELQ	cfcompat_seed1114	19	52	0.3653846154	oracle_expert_win	
A	video_id	8Cp8c-eQELQ	moddrop_seed1111	10	52	0.1923076923	oracle_expert_win	
A	video_id	8Cp8c-eQELQ	moddrop_seed1114	12	52	0.2307692308	oracle_expert_win	
A	video_id	8Cp8c-eQELQ	uniform_kd_seed1111	4	52	0.07692307692	oracle_expert_win	
A	video_id	8EHEEXex5D8	cfcompat_seed1111	8	52	0.1538461538	oracle_expert_win	
A	video_id	8EHEEXex5D8	cfcompat_seed1114	17	52	0.3269230769	oracle_expert_win	
A	video_id	8EHEEXex5D8	moddrop_seed1111	11	52	0.2115384615	oracle_expert_win	
A	video_id	8EHEEXex5D8	moddrop_seed1114	9	52	0.1730769231	oracle_expert_win	
A	video_id	8EHEEXex5D8	uniform_kd_seed1111	7	52	0.1346153846	oracle_expert_win	
A	video_id	8F1mj-XT6KA	cfcompat_seed1111	2	12	0.1666666667	oracle_expert_win	
A	video_id	8F1mj-XT6KA	cfcompat_seed1114	2	12	0.1666666667	oracle_expert_win	
A	video_id	8F1mj-XT6KA	moddrop_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	8F1mj-XT6KA	moddrop_seed1114	4	12	0.3333333333	oracle_expert_win	
A	video_id	8VP1qxX9mh4	moddrop_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	8VP1qxX9mh4	moddrop_seed1114	4	8	0.5	oracle_expert_win	
A	video_id	8XODJwsvBa0	moddrop_seed1114	1	4	0.25	oracle_expert_win	
A	video_id	8XODJwsvBa0	uniform_kd_seed1111	3	4	0.75	oracle_expert_win	
A	video_id	8YsIvz4qnk4	moddrop_seed1114	8	8	1	oracle_expert_win	
A	video_id	8aZbX-xMdgI	moddrop_seed1114	4	4	1	oracle_expert_win	
A	video_id	8f_lBxZgDb0	cfcompat_seed1111	2	8	0.25	oracle_expert_win	
A	video_id	8f_lBxZgDb0	cfcompat_seed1114	6	8	0.75	oracle_expert_win	
A	video_id	8wdxczYf1jI	moddrop_seed1111	8	8	1	oracle_expert_win	
A	video_id	8x81fzwcJko	moddrop_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	8x81fzwcJko	moddrop_seed1114	8	12	0.6666666667	oracle_expert_win	
A	video_id	9-EO2oCAGA4	cfcompat_seed1111	4	52	0.07692307692	oracle_expert_win	
A	video_id	9-EO2oCAGA4	cfcompat_seed1114	13	52	0.25	oracle_expert_win	
A	video_id	9-EO2oCAGA4	moddrop_seed1111	16	52	0.3076923077	oracle_expert_win	
A	video_id	9-EO2oCAGA4	moddrop_seed1114	4	52	0.07692307692	oracle_expert_win	
A	video_id	9-EO2oCAGA4	uniform_kd_seed1111	15	52	0.2884615385	oracle_expert_win	
A	video_id	90172	cfcompat_seed1111	16	60	0.2666666667	oracle_expert_win	
A	video_id	90172	cfcompat_seed1114	8	60	0.1333333333	oracle_expert_win	
A	video_id	90172	moddrop_seed1111	8	60	0.1333333333	oracle_expert_win	
A	video_id	90172	moddrop_seed1114	8	60	0.1333333333	oracle_expert_win	
A	video_id	90172	uniform_kd_seed1111	20	60	0.3333333333	oracle_expert_win	
A	video_id	90wZz0thye4	cfcompat_seed1111	4	40	0.1	oracle_expert_win	
A	video_id	90wZz0thye4	cfcompat_seed1114	4	40	0.1	oracle_expert_win	
A	video_id	90wZz0thye4	moddrop_seed1111	16	40	0.4	oracle_expert_win	
A	video_id	90wZz0thye4	moddrop_seed1114	8	40	0.2	oracle_expert_win	
A	video_id	90wZz0thye4	uniform_kd_seed1111	8	40	0.2	oracle_expert_win	
A	video_id	91y7nPEWdmQ	cfcompat_seed1111	2	4	0.5	oracle_expert_win	
A	video_id	91y7nPEWdmQ	uniform_kd_seed1111	2	4	0.5	oracle_expert_win	
A	video_id	92221	cfcompat_seed1111	18	76	0.2368421053	oracle_expert_win	
A	video_id	92221	cfcompat_seed1114	6	76	0.07894736842	oracle_expert_win	
A	video_id	92221	moddrop_seed1111	35	76	0.4605263158	oracle_expert_win	
A	video_id	92221	moddrop_seed1114	9	76	0.1184210526	oracle_expert_win	
A	video_id	92221	uniform_kd_seed1111	8	76	0.1052631579	oracle_expert_win	
A	video_id	92331	cfcompat_seed1111	26	104	0.25	oracle_expert_win	
A	video_id	92331	cfcompat_seed1114	30	104	0.2884615385	oracle_expert_win	
A	video_id	92331	moddrop_seed1111	16	104	0.1538461538	oracle_expert_win	
A	video_id	92331	moddrop_seed1114	4	104	0.03846153846	oracle_expert_win	
A	video_id	92331	uniform_kd_seed1111	28	104	0.2692307692	oracle_expert_win	
A	video_id	92521	cfcompat_seed1111	4	40	0.1	oracle_expert_win	
A	video_id	92521	cfcompat_seed1114	11	40	0.275	oracle_expert_win	
A	video_id	92521	moddrop_seed1111	4	40	0.1	oracle_expert_win	
A	video_id	92521	moddrop_seed1114	8	40	0.2	oracle_expert_win	
A	video_id	92521	uniform_kd_seed1111	13	40	0.325	oracle_expert_win	
A	video_id	92533	cfcompat_seed1111	9	44	0.2045454545	oracle_expert_win	
A	video_id	92533	moddrop_seed1111	12	44	0.2727272727	oracle_expert_win	
A	video_id	92533	moddrop_seed1114	8	44	0.1818181818	oracle_expert_win	
A	video_id	92533	uniform_kd_seed1111	15	44	0.3409090909	oracle_expert_win	
A	video_id	93821	cfcompat_seed1111	7	68	0.1029411765	oracle_expert_win	
A	video_id	93821	cfcompat_seed1114	22	68	0.3235294118	oracle_expert_win	
A	video_id	93821	moddrop_seed1111	5	68	0.07352941176	oracle_expert_win	
A	video_id	93821	moddrop_seed1114	12	68	0.1764705882	oracle_expert_win	
A	video_id	93821	uniform_kd_seed1111	22	68	0.3235294118	oracle_expert_win	
A	video_id	93839	cfcompat_seed1111	8	52	0.1538461538	oracle_expert_win	
A	video_id	93839	cfcompat_seed1114	8	52	0.1538461538	oracle_expert_win	
A	video_id	93839	moddrop_seed1111	20	52	0.3846153846	oracle_expert_win	
A	video_id	93839	moddrop_seed1114	4	52	0.07692307692	oracle_expert_win	
A	video_id	93839	uniform_kd_seed1111	12	52	0.2307692308	oracle_expert_win	
A	video_id	94983	cfcompat_seed1111	4	56	0.07142857143	oracle_expert_win	
A	video_id	94983	cfcompat_seed1114	10	56	0.1785714286	oracle_expert_win	
A	video_id	94983	moddrop_seed1111	16	56	0.2857142857	oracle_expert_win	
A	video_id	94983	moddrop_seed1114	26	56	0.4642857143	oracle_expert_win	
A	video_id	95mDHiLeDCM	cfcompat_seed1114	8	16	0.5	oracle_expert_win	
A	video_id	95mDHiLeDCM	moddrop_seed1111	4	16	0.25	oracle_expert_win	
A	video_id	95mDHiLeDCM	moddrop_seed1114	4	16	0.25	oracle_expert_win	
A	video_id	96179	cfcompat_seed1111	6	68	0.08823529412	oracle_expert_win	
A	video_id	96179	cfcompat_seed1114	33	68	0.4852941176	oracle_expert_win	
A	video_id	96179	moddrop_seed1111	17	68	0.25	oracle_expert_win	
A	video_id	96179	moddrop_seed1114	8	68	0.1176470588	oracle_expert_win	
A	video_id	96179	uniform_kd_seed1111	4	68	0.05882352941	oracle_expert_win	
A	video_id	96o9hxy64wI	cfcompat_seed1114	2	8	0.25	oracle_expert_win	
A	video_id	96o9hxy64wI	moddrop_seed1114	4	8	0.5	oracle_expert_win	
A	video_id	96o9hxy64wI	uniform_kd_seed1111	2	8	0.25	oracle_expert_win	
A	video_id	97095	cfcompat_seed1111	5	152	0.03289473684	oracle_expert_win	
A	video_id	97095	cfcompat_seed1114	26	152	0.1710526316	oracle_expert_win	
A	video_id	97095	moddrop_seed1111	45	152	0.2960526316	oracle_expert_win	
A	video_id	97095	moddrop_seed1114	43	152	0.2828947368	oracle_expert_win	
A	video_id	97095	uniform_kd_seed1111	33	152	0.2171052632	oracle_expert_win	
A	video_id	98187	cfcompat_seed1111	5	60	0.08333333333	oracle_expert_win	
A	video_id	98187	cfcompat_seed1114	28	60	0.4666666667	oracle_expert_win	
A	video_id	98187	moddrop_seed1111	13	60	0.2166666667	oracle_expert_win	
A	video_id	98187	moddrop_seed1114	2	60	0.03333333333	oracle_expert_win	
A	video_id	98187	uniform_kd_seed1111	12	60	0.2	oracle_expert_win	
A	video_id	98442	cfcompat_seed1111	12	44	0.2727272727	oracle_expert_win	
A	video_id	98442	cfcompat_seed1114	8	44	0.1818181818	oracle_expert_win	
A	video_id	98442	moddrop_seed1111	20	44	0.4545454545	oracle_expert_win	
A	video_id	98442	moddrop_seed1114	4	44	0.09090909091	oracle_expert_win	
A	video_id	984VkHzXl8w	cfcompat_seed1111	4	24	0.1666666667	oracle_expert_win	
A	video_id	984VkHzXl8w	moddrop_seed1111	6	24	0.25	oracle_expert_win	
A	video_id	984VkHzXl8w	moddrop_seed1114	6	24	0.25	oracle_expert_win	
A	video_id	984VkHzXl8w	uniform_kd_seed1111	8	24	0.3333333333	oracle_expert_win	
A	video_id	9BceQC_SdTM	cfcompat_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	9BceQC_SdTM	cfcompat_seed1114	1	12	0.08333333333	oracle_expert_win	
A	video_id	9BceQC_SdTM	moddrop_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	9BceQC_SdTM	moddrop_seed1114	3	12	0.25	oracle_expert_win	
A	video_id	9K4aWWoXuyU	moddrop_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	9K4aWWoXuyU	uniform_kd_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	9Nhoi1jfDbY	cfcompat_seed1111	4	12	0.3333333333	oracle_expert_win	
A	video_id	9Nhoi1jfDbY	cfcompat_seed1114	4	12	0.3333333333	oracle_expert_win	
A	video_id	9Nhoi1jfDbY	moddrop_seed1114	4	12	0.3333333333	oracle_expert_win	
A	video_id	9Un1O2ypJmI	cfcompat_seed1111	3	16	0.1875	oracle_expert_win	
A	video_id	9Un1O2ypJmI	cfcompat_seed1114	1	16	0.0625	oracle_expert_win	
A	video_id	9Un1O2ypJmI	moddrop_seed1111	4	16	0.25	oracle_expert_win	
A	video_id	9Un1O2ypJmI	moddrop_seed1114	4	16	0.25	oracle_expert_win	
A	video_id	9Un1O2ypJmI	uniform_kd_seed1111	4	16	0.25	oracle_expert_win	
A	video_id	9VZ4cpoTFbo	cfcompat_seed1114	1	16	0.0625	oracle_expert_win	
A	video_id	9VZ4cpoTFbo	moddrop_seed1111	1	16	0.0625	oracle_expert_win	
A	video_id	9VZ4cpoTFbo	moddrop_seed1114	11	16	0.6875	oracle_expert_win	
A	video_id	9VZ4cpoTFbo	uniform_kd_seed1111	3	16	0.1875	oracle_expert_win	
A	video_id	9XCmrHbU-rU	cfcompat_seed1111	4	4	1	oracle_expert_win	
A	video_id	9cSJglGi9Pg	cfcompat_seed1111	4	56	0.07142857143	oracle_expert_win	
A	video_id	9cSJglGi9Pg	cfcompat_seed1114	2	56	0.03571428571	oracle_expert_win	
A	video_id	9cSJglGi9Pg	moddrop_seed1111	20	56	0.3571428571	oracle_expert_win	
A	video_id	9cSJglGi9Pg	moddrop_seed1114	11	56	0.1964285714	oracle_expert_win	
A	video_id	9cSJglGi9Pg	uniform_kd_seed1111	19	56	0.3392857143	oracle_expert_win	
A	video_id	9ceYD_OzPz8	moddrop_seed1111	4	4	1	oracle_expert_win	
A	video_id	9f6A3ucYArQ	cfcompat_seed1111	6	16	0.375	oracle_expert_win	
A	video_id	9f6A3ucYArQ	cfcompat_seed1114	1	16	0.0625	oracle_expert_win	
A	video_id	9f6A3ucYArQ	moddrop_seed1114	4	16	0.25	oracle_expert_win	
A	video_id	9f6A3ucYArQ	uniform_kd_seed1111	5	16	0.3125	oracle_expert_win	
A	video_id	9pzn93kdP_g	cfcompat_seed1111	24	40	0.6	oracle_expert_win	
A	video_id	9pzn93kdP_g	cfcompat_seed1114	2	40	0.05	oracle_expert_win	
A	video_id	9pzn93kdP_g	moddrop_seed1114	5	40	0.125	oracle_expert_win	
A	video_id	9pzn93kdP_g	uniform_kd_seed1111	9	40	0.225	oracle_expert_win	
A	video_id	A0aE2Gzym-M	moddrop_seed1111	4	4	1	oracle_expert_win	
A	video_id	A2E78CGi5TU	cfcompat_seed1114	15	36	0.4166666667	oracle_expert_win	
A	video_id	A2E78CGi5TU	moddrop_seed1111	11	36	0.3055555556	oracle_expert_win	
A	video_id	A2E78CGi5TU	moddrop_seed1114	4	36	0.1111111111	oracle_expert_win	
A	video_id	A2E78CGi5TU	uniform_kd_seed1111	6	36	0.1666666667	oracle_expert_win	
A	video_id	ADYia28RrFU	cfcompat_seed1111	4	32	0.125	oracle_expert_win	
A	video_id	ADYia28RrFU	cfcompat_seed1114	10	32	0.3125	oracle_expert_win	
A	video_id	ADYia28RrFU	moddrop_seed1111	2	32	0.0625	oracle_expert_win	
A	video_id	ADYia28RrFU	moddrop_seed1114	8	32	0.25	oracle_expert_win	
A	video_id	ADYia28RrFU	uniform_kd_seed1111	8	32	0.25	oracle_expert_win	
A	video_id	AGM-hNupJik	cfcompat_seed1114	4	4	1	oracle_expert_win	
A	video_id	AIPqRuTjI4E	cfcompat_seed1111	10	20	0.5	oracle_expert_win	
A	video_id	AIPqRuTjI4E	cfcompat_seed1114	2	20	0.1	oracle_expert_win	
A	video_id	AIPqRuTjI4E	moddrop_seed1114	4	20	0.2	oracle_expert_win	
A	video_id	AIPqRuTjI4E	uniform_kd_seed1111	4	20	0.2	oracle_expert_win	
A	video_id	AKofHsmxa1I	cfcompat_seed1111	8	16	0.5	oracle_expert_win	
A	video_id	AKofHsmxa1I	moddrop_seed1114	4	16	0.25	oracle_expert_win	
A	video_id	AKofHsmxa1I	uniform_kd_seed1111	4	16	0.25	oracle_expert_win	
A	video_id	ALlKbGE6BH0	cfcompat_seed1111	4	8	0.5	oracle_expert_win	
A	video_id	ALlKbGE6BH0	cfcompat_seed1114	4	8	0.5	oracle_expert_win	
A	video_id	ARNWtLCbfW4	cfcompat_seed1111	4	24	0.1666666667	oracle_expert_win	
A	video_id	ARNWtLCbfW4	cfcompat_seed1114	5	24	0.2083333333	oracle_expert_win	
A	video_id	ARNWtLCbfW4	moddrop_seed1111	6	24	0.25	oracle_expert_win	
A	video_id	ARNWtLCbfW4	moddrop_seed1114	9	24	0.375	oracle_expert_win	
A	video_id	AVScVfLgNmw	cfcompat_seed1111	9	28	0.3214285714	oracle_expert_win	
A	video_id	AVScVfLgNmw	cfcompat_seed1114	11	28	0.3928571429	oracle_expert_win	
A	video_id	AVScVfLgNmw	moddrop_seed1111	4	28	0.1428571429	oracle_expert_win	
A	video_id	AVScVfLgNmw	moddrop_seed1114	2	28	0.07142857143	oracle_expert_win	
