neighbor_video_id	neighbor_uses	queries_reached	share_of_neighbor_slots	direction	role
Q_py5n2fQXw	1532	1532	0.0007481637756	B	outer_evaluation
MbpPBLUjpV4	1532	1532	0.0007481637756	B	outer_evaluation
o8OZGBDPD8M	1528	1528	0.0007462103454	B	outer_evaluation
YRmjALBdTdE	1527	1527	0.0007457219878	B	outer_evaluation
3sUS8vXbRwg	1526	1526	0.0007452336303	B	outer_evaluation
gv43BPYYxKQ	1522	1522	0.0007432802	B	outer_evaluation
XEZ7e4pf1xE	1521	1521	0.0007427918425	B	outer_evaluation
S_mxvk4LEh0	1514	1514	0.0007393733396	B	outer_evaluation
RIAEgUKtzxw	1513	1513	0.000738884982	B	outer_evaluation
69707	1500	1500	0.0007325363338	B	outer_evaluation
a7HHg_JygJo	1497	1497	0.0007310712611	B	outer_evaluation
bQcJVJcpgAs	1491	1491	0.0007281411158	B	outer_evaluation
2iukwQJjGHE	1486	1486	0.000725699328	B	outer_evaluation
kkaX3okuvjI	1485	1485	0.0007252109705	B	outer_evaluation
3B1zIUj-k3o	1484	1484	0.0007247226129	B	outer_evaluation
UmB5c_QqUPs	1481	1481	0.0007232575402	B	outer_evaluation
32j1yMF37hA	1476	1476	0.0007208157525	B	outer_evaluation
zaTyjiyrHnk	1476	1476	0.0007208157525	B	outer_evaluation
Y6zyM1nDhN0	1469	1469	0.0007173972496	B	outer_evaluation
o2miCpS7Hwo	1462	1462	0.0007139787467	B	outer_evaluation
3f6xCzKx9CA	1458	1458	0.0007120253165	B	outer_evaluation
NKindd5Xn3s	1454	1454	0.0007100718862	B	outer_evaluation
niX_m3aMxhQ	1447	1447	0.0007066533833	B	outer_evaluation
T1icdxz0TNs	1441	1441	0.000703723238	B	outer_evaluation
EO_SN04Xef0	1439	1439	0.0007027465229	B	outer_evaluation
ARNWtLCbfW4	1431	1431	0.0006988396624	B	outer_evaluation
0rE8jEvQW_I	1430	1430	0.0006983513049	B	outer_evaluation
VzDXgBOe5iI	1429	1429	0.0006978629473	B	outer_evaluation
ll10nEjTvGE	1419	1419	0.0006929793718	B	outer_evaluation
iMG962Rj3Vw	1418	1418	0.0006924910142	B	outer_evaluation
KQ86HmgwUns	1415	1415	0.0006910259416	B	outer_evaluation
wz3nVBPVgIA	1402	1402	0.0006846772933	B	outer_evaluation
YqHEmUKUy-E	1399	1399	0.0006832122207	B	outer_evaluation
uTWeng4h5eM	1390	1390	0.0006788170027	B	outer_evaluation
bJI7-LnKPH4	1385	1385	0.0006763752149	B	outer_evaluation
RdExUaEIWIk	1381	1381	0.0006744217847	B	outer_evaluation
Rse6laKf1i8	1357	1357	0.0006627012033	B	outer_evaluation
6vbd4o5rIjM	1351	1351	0.000659771058	B	outer_evaluation
79934	1339	1339	0.0006539107673	B	outer_evaluation
jVayR0VClxQ	1332	1332	0.0006504922644	B	outer_evaluation
dcUlt6zk_S0	1330	1330	0.0006495155493	B	outer_evaluation
9BceQC_SdTM	1328	1328	0.0006485388342	B	outer_evaluation
0Xs8wJrAmxs	1316	1316	0.0006426785435	B	outer_evaluation
nTBKtwqPIYw	1306	1306	0.000637794968	B	outer_evaluation
gC_wF3uKFW0	1303	1303	0.0006363298953	B	outer_evaluation
FHlzZ2VxuGQ	1301	1301	0.0006353531802	B	outer_evaluation
1mHjMNZZvFo	1298	1298	0.0006338881075	B	outer_evaluation
ixZAEncExWI	1294	1294	0.0006319346773	B	outer_evaluation
JCg26b8EO48	1293	1293	0.0006314463197	B	outer_evaluation
wd-LTpCtAzw	1293	1293	0.0006314463197	B	outer_evaluation
Vv2DTPyyw90	1282	1282	0.0006260743866	B	outer_evaluation
gfHrSg3BwiQ	1278	1278	0.0006241209564	B	outer_evaluation
XVSDfgstFUQ	1269	1269	0.0006197257384	B	outer_evaluation
CfWxp5bRt2A	1269	1269	0.0006197257384	B	outer_evaluation
wxxqXK9x-64	1261	1261	0.0006158188779	B	outer_evaluation
zj4PzGtFwJM	1259	1259	0.0006148421628	B	outer_evaluation
xge9aYTxxOA	1258	1258	0.0006143538053	B	outer_evaluation
C3lDRFu1ZcI	1251	1251	0.0006109353024	B	outer_evaluation
hnSdAbnHDy4	1247	1247	0.0006089818722	B	outer_evaluation
kPn-t6NSxfQ	1238	1238	0.0006045866542	B	outer_evaluation
RqOgkJbqFXg	1231	1231	0.0006011681513	B	outer_evaluation
83_N43pvgHI	1219	1219	0.0005953078606	B	outer_evaluation
raQ9Pcgo-II	1205	1205	0.0005884708548	B	outer_evaluation
19k6sEC7814	1204	1204	0.0005879824973	B	outer_evaluation
gU7McujYYPY	1195	1195	0.0005835872793	B	outer_evaluation
oecQ9yDtfx0	1186	1186	0.0005791920613	B	outer_evaluation
708sewcSXVY	1180	1180	0.0005762619159	B	outer_evaluation
WaaSYRPwQBw	1175	1175	0.0005738201281	B	outer_evaluation
X3p50qqFW_w	1164	1164	0.000568448195	B	outer_evaluation
5Tqu1IXJjGY	1164	1164	0.000568448195	B	outer_evaluation
cWN1bibicHc	1156	1156	0.0005645413346	B	outer_evaluation
UKVwc6I06x8	1150	1150	0.0005616111892	B	outer_evaluation
S9PDgK7fpJI	1146	1146	0.000559657759	B	outer_evaluation
K9-KyChw8RM	1138	1138	0.0005557508986	B	outer_evaluation
ADYia28RrFU	1134	1134	0.0005537974684	B	outer_evaluation
ULtBuI6nMaY	1127	1127	0.0005503789655	B	outer_evaluation
wgCSuviySwg	1123	1123	0.0005484255352	B	outer_evaluation
ZRic9ygn9f8	1122	1122	0.0005479371777	B	outer_evaluation
CbQxC1iPyS8	1115	1115	0.0005445186748	B	outer_evaluation
xfeASyC6PPg	1102	1102	0.0005381700266	B	outer_evaluation
c7xUcM68IFE	1100	1100	0.0005371933115	B	outer_evaluation
OEesmAnTpeA	1094	1094	0.0005342631661	B	outer_evaluation
X6-jJO00DMg	1090	1090	0.0005323097359	B	outer_evaluation
UkqTwAuA8jI	1088	1088	0.0005313330208	B	outer_evaluation
4H9RfQuqsvg	1078	1078	0.0005264494452	B	outer_evaluation
Gv0kKbfwPpI	1077	1077	0.0005259610877	B	outer_evaluation
sLaTZtL0ZIk	1073	1073	0.0005240076574	B	outer_evaluation
48BD8qjClfE	1072	1072	0.0005235192999	B	outer_evaluation
131936	1072	1072	0.0005235192999	B	outer_evaluation
3oHPsYc8bmw	1070	1070	0.0005225425848	B	outer_evaluation
ZW4Oe_fKJM0	1069	1069	0.0005220542272	B	outer_evaluation
R-HKj8Yn06k	1064	1064	0.0005196124394	B	outer_evaluation
jFNgOznarMo	1063	1063	0.0005191240819	B	outer_evaluation
R9ypacCuEZo	1054	1054	0.0005147288639	B	outer_evaluation
w8TXP0iz29A	1051	1051	0.0005132637912	B	outer_evaluation
7U_z0JfleAw	1043	1043	0.0005093569308	B	outer_evaluation
CK31s0kfp-k	1041	1041	0.0005083802157	B	outer_evaluation
kKMfsWrigTE	1037	1037	0.0005064267854	B	outer_evaluation
zU2_X9lIcUM	1037	1037	0.0005064267854	B	outer_evaluation
N0Y7x_fJ0Nw	1031	1031	0.0005034966401	B	outer_evaluation
hp3nsb_eIc0	1027	1027	0.0005015432099	B	outer_evaluation
-dxfTGcXJoc	1026	1026	0.0005010548523	B	outer_evaluation
Jz9nlw15QZo	1024	1024	0.0005000781372	B	outer_evaluation
ZdX9sUd3bAI	1021	1021	0.0004986130645	B	outer_evaluation
856LGms_0s0	1021	1021	0.0004986130645	B	outer_evaluation
R0uRDh-engU	1020	1020	0.000498124707	B	outer_evaluation
MKShLlJ7X7g	1016	1016	0.0004961712768	B	outer_evaluation
MBDZbACupsc	1009	1009	0.0004927527739	B	outer_evaluation
gcpsSao7kHM	1007	1007	0.0004917760588	B	outer_evaluation
36o2cux9kfQ	1006	1006	0.0004912877012	B	outer_evaluation
UfLMdSGGQVw	1005	1005	0.0004907993436	B	outer_evaluation
136211	993	993	0.000484939053	B	outer_evaluation
WANirpnKa4w	992	992	0.0004844506954	B	outer_evaluation
2c2fhh_Dsoo	992	992	0.0004844506954	B	outer_evaluation
CdB8QBhFccs	992	992	0.0004844506954	B	outer_evaluation
OoOD_VBL0i0	992	992	0.0004844506954	B	outer_evaluation
nHMHePX9WoU	988	988	0.0004824972652	B	outer_evaluation
sWsDAG6x9n0	982	982	0.0004795671199	B	outer_evaluation
URP2YlSNuZ4	981	981	0.0004790787623	B	outer_evaluation
112604	977	977	0.0004771253321	B	outer_evaluation
Q8naC1qriIU	972	972	0.0004746835443	B	outer_evaluation
Kpe5fISxRTg	972	972	0.0004746835443	B	outer_evaluation
a4vRa-_nuJw	969	969	0.0004732184716	B	outer_evaluation
guRD0zQC6Q0	964	964	0.0004707766839	B	outer_evaluation
cyOSDKOxb1o	963	963	0.0004702883263	B	outer_evaluation
eW1vgHE6FRM	962	962	0.0004697999687	B	outer_evaluation
ZiM_gkdFGJk	961	961	0.0004693116112	B	outer_evaluation
sIGAq2J4KKI	955	955	0.0004663814659	B	outer_evaluation
vttEPA6Xffk	951	951	0.0004644280356	B	outer_evaluation
261326	949	949	0.0004634513205	B	outer_evaluation
hF6kFQPdBjY	946	946	0.0004619862479	B	outer_evaluation
aDvgbBqTWWE	943	943	0.0004605211752	B	outer_evaluation
ysGFcG_PI5I	937	937	0.0004575910298	B	outer_evaluation
JY-krIuEUm4	933	933	0.0004556375996	B	outer_evaluation
rsQRiALH5FU	933	933	0.0004556375996	B	outer_evaluation
bU6CgE_kMRY	930	930	0.000454172527	B	outer_evaluation
25522	930	930	0.000454172527	B	outer_evaluation
aqmRPNfeOy8	925	925	0.0004517307392	B	outer_evaluation
BseI8-TYWm8	922	922	0.0004502656665	B	outer_evaluation
kKkZihSbxF4	922	922	0.0004502656665	B	outer_evaluation
BZOB3r5AoKE	921	921	0.000449777309	B	outer_evaluation
wOKWTFYYMuk	919	919	0.0004488005938	B	outer_evaluation
WJ2QF4Kw9Y8	913	913	0.0004458704485	B	outer_evaluation
9Un1O2ypJmI	911	911	0.0004448937334	B	outer_evaluation
bZ2ytqPtyK4	900	900	0.0004395218003	B	outer_evaluation
XPoY4LD-A1I	899	899	0.0004390334427	B	outer_evaluation
qFsGMA75-oQ	889	889	0.0004341498672	B	outer_evaluation
aE7sckIAWuw	886	886	0.0004326847945	B	outer_evaluation
Lxs_6Tvq12E	884	884	0.0004317080794	B	outer_evaluation
hOp6I4jGvu4	875	875	0.0004273128614	B	outer_evaluation
6PLlauWxF5E	873	873	0.0004263361463	B	outer_evaluation
eeN7l4R3nPc	871	871	0.0004253594312	B	outer_evaluation
SmftC-VAfYQ	871	871	0.0004253594312	B	outer_evaluation
ou6S6fbfBWU	870	870	0.0004248710736	B	outer_evaluation
Emjv2cDzW1E	867	867	0.0004234060009	B	outer_evaluation
7oFimEZJQ_A	865	865	0.0004224292858	B	outer_evaluation
DXQGngge7vU	863	863	0.0004214525707	B	outer_evaluation
UtjenieM1Ak	848	848	0.0004141272074	B	outer_evaluation
rBWeo_rEdcU	845	845	0.0004126621347	B	outer_evaluation
-WXXTNIJcVM	841	841	0.0004107087045	B	outer_evaluation
jqKzaEniiKo	837	837	0.0004087552743	B	outer_evaluation
uyeQsv2tq44	827	827	0.0004038716987	B	outer_evaluation
uN0d3ZOkDp8	826	826	0.0004033833411	B	outer_evaluation
K_K3wpxkRc8	814	814	0.0003975230505	B	outer_evaluation
45c3QQzGakM	814	814	0.0003975230505	B	outer_evaluation
afCsKTHteg4	809	809	0.0003950812627	B	outer_evaluation
I8MM8y1XVjs	807	807	0.0003941045476	B	outer_evaluation
25t8nrkUfRY	807	807	0.0003941045476	B	outer_evaluation
RST6PgpsLws	806	806	0.00039361619	B	outer_evaluation
76124	805	805	0.0003931278325	B	outer_evaluation
DaXkixKFEvE	802	802	0.0003916627598	B	outer_evaluation
Xx7Y2YIbleA	801	801	0.0003911744023	B	outer_evaluation
MhojeOmmjC8	798	798	0.0003897093296	B	outer_evaluation
0Svu5BldR5A	797	797	0.000389220972	B	outer_evaluation
3aIQUQgawaI	796	796	0.0003887326145	B	outer_evaluation
Sglx7douG_4	794	794	0.0003877558994	B	outer_evaluation
ZbVa-a2tNFM	792	792	0.0003867791842	B	outer_evaluation
6YNAmRjpxlA	791	791	0.0003862908267	B	outer_evaluation
oDznO5w3v0U	789	789	0.0003853141116	B	outer_evaluation
5OXuBO5buF8	788	788	0.000384825754	B	outer_evaluation
qed3medhsj4	785	785	0.0003833606814	B	outer_evaluation
L2uC4_Co9uw	784	784	0.0003828723238	B	outer_evaluation
-tANM6ETl_M	781	781	0.0003814072511	B	outer_evaluation
MSmTFZ_-THM	776	776	0.0003789654634	B	outer_evaluation
EHbZ2EeVags	776	776	0.0003789654634	B	outer_evaluation
SaNXCez-9iQ	773	773	0.0003775003907	B	outer_evaluation
YEOU4KFDjZo	772	772	0.0003770120331	B	outer_evaluation
hlYDicOj2m0	771	771	0.0003765236756	B	outer_evaluation
TxRS6vJ9ak0	769	769	0.0003755469605	B	outer_evaluation
PbyI-sUzLZY	765	765	0.0003735935302	B	outer_evaluation
O3whFU2lAAk	764	764	0.0003731051727	B	outer_evaluation
xk4C4p5vHDk	757	757	0.0003696866698	B	outer_evaluation
bge5PUG3G4A	755	755	0.0003687099547	B	outer_evaluation
JX-mwjSw0dk	753	753	0.0003677332396	B	outer_evaluation
Kmtib-wZ0jM	752	752	0.000367244882	B	outer_evaluation
Y4izAQYtGEw	747	747	0.0003648030942	B	outer_evaluation
atxoi7pB5TM	745	745	0.0003638263791	B	outer_evaluation
jFpRdhl3fgw	744	744	0.0003633380216	B	outer_evaluation
r_vjlTcrI-U	738	738	0.0003604078762	B	outer_evaluation
Iz_PDdyXr-8	737	737	0.0003599195187	B	outer_evaluation
7CLe7PZtna4	727	727	0.0003550359431	B	outer_evaluation
eo8L7lCTjDQ	726	726	0.0003545475856	B	outer_evaluation
lUNNDDsm7R8	725	725	0.000354059228	B	outer_evaluation
RKP6j28FCWE	724	724	0.0003535708704	B	outer_evaluation
ItnyexqXR_U	724	724	0.0003535708704	B	outer_evaluation
ytXVSpPfKwA	717	717	0.0003501523676	B	outer_evaluation
rv1gp0wEhI0	717	717	0.0003501523676	B	outer_evaluation
EGA6iulTr00	716	716	0.00034966401	B	outer_evaluation
5oEuiBPUTYc	713	713	0.0003481989373	B	outer_evaluation
IHv_yBn83P8	713	713	0.0003481989373	B	outer_evaluation
WZVfvgTeFPo	711	711	0.0003472222222	B	outer_evaluation
C74-of1rjg4	710	710	0.0003467338647	B	outer_evaluation
nhD9WSEIspQ	708	708	0.0003457571496	B	outer_evaluation
d3EeIRaMbbk	707	707	0.000345268792	B	outer_evaluation
r917wP1qsL4	691	691	0.0003374550711	B	outer_evaluation
BMhG11CXgww	691	691	0.0003374550711	B	outer_evaluation
jQ3EmbRIe58	682	682	0.0003330598531	B	outer_evaluation
qJh6x4wmmh8	677	677	0.0003306180653	B	outer_evaluation
MJnc4GUhUuY	675	675	0.0003296413502	B	outer_evaluation
vYOr36tdcpc	675	675	0.0003296413502	B	outer_evaluation
4ZhIx2ozUIE	665	665	0.0003247577747	B	outer_evaluation
pC0zFF8CXXk	661	661	0.0003228043444	B	outer_evaluation
2QOf2wSu0j0	659	659	0.0003218276293	B	outer_evaluation
JWG_MUy7EWQ	656	656	0.0003203625566	B	outer_evaluation
qlDT-bmIzQI	646	646	0.0003154789811	B	outer_evaluation
kf3fZcx8nIo	646	646	0.0003154789811	B	outer_evaluation
FP3o75bpi8k	644	644	0.000314502266	B	outer_evaluation
WxYb2x_irTM	639	639	0.0003120604782	B	outer_evaluation
damyXH7mBic	616	616	0.0003008282544	B	outer_evaluation
cHBRDdSXLtU	610	610	0.0002978981091	B	outer_evaluation
L3b9wwZ8vRQ	605	605	0.0002954563213	B	outer_evaluation
MnFRVJtHAeo	600	600	0.0002930145335	B	outer_evaluation
OJwO6g01qO8	598	598	0.0002920378184	B	outer_evaluation
Nzh2KkaGwrE	597	597	0.0002915494609	B	outer_evaluation
gvjQ1XfMA_g	582	582	0.0002842240975	B	outer_evaluation
KF5wgQPp2yc	580	580	0.0002832473824	B	outer_evaluation
VoETCD8fBLI	578	578	0.0002822706673	B	outer_evaluation
BB_VwJSg3AI	576	576	0.0002812939522	B	outer_evaluation
ZMAoUt0SD7E	575	575	0.0002808055946	B	outer_evaluation
werKCgZ5dFE	569	569	0.0002778754493	B	outer_evaluation
2c6Gb73nx4E	558	558	0.0002725035162	B	outer_evaluation
YVBsDJtAbk4	558	558	0.0002725035162	B	outer_evaluation
qdeQg5dZb2E	555	555	0.0002710384435	B	outer_evaluation
6TKaGMkO69E	551	551	0.0002690850133	B	outer_evaluation
pvlmYjQdRmA	550	550	0.0002685966557	B	outer_evaluation
R8Kw_4Y9E0s	549	549	0.0002681082982	B	outer_evaluation
ZfQYEa2fHGo	546	546	0.0002666432255	B	outer_evaluation
bI3DTH2yTbM	545	545	0.0002661548679	B	outer_evaluation
DgO5O-oDeX8	542	542	0.0002646897953	B	outer_evaluation
LHC7ZKJy4Zw	542	542	0.0002646897953	B	outer_evaluation
VbmSzYg_lmg	540	540	0.0002637130802	B	outer_evaluation
8f_lBxZgDb0	539	539	0.0002632247226	B	outer_evaluation
YmGfjU5PGyE	539	539	0.0002632247226	B	outer_evaluation
fhY2vbnjuWY	538	538	0.0002627363651	B	outer_evaluation
L5a2ijeWpUI	537	537	0.0002622480075	B	outer_evaluation
OBaMn1-x7jQ	537	537	0.0002622480075	B	outer_evaluation
xXGEkDhu94E	537	537	0.0002622480075	B	outer_evaluation
GxWLhv-Vt78	536	536	0.0002617596499	B	outer_evaluation
xNYsfeSgDCQ	535	535	0.0002612712924	B	outer_evaluation
QNxiqu1y1N0	533	533	0.0002602945773	B	outer_evaluation
hUBQrLjm4M4	520	520	0.0002539459291	B	outer_evaluation
aI1tdJPHz2I	510	510	0.0002490623535	B	outer_evaluation
t80DGfWJ3fI	510	510	0.0002490623535	B	outer_evaluation
9ceYD_OzPz8	509	509	0.0002485739959	B	outer_evaluation
cmJW6mkspkI	508	508	0.0002480856384	B	outer_evaluation
H4w9mU8B3Mc	507	507	0.0002475972808	B	outer_evaluation
cMsTvqU_-rc	501	501	0.0002446671355	B	outer_evaluation
mpfSRGHFY0g	499	499	0.0002436904204	B	outer_evaluation
lWXjdWvB0VI	497	497	0.0002427137053	B	outer_evaluation
U2Ydtq6qvL0	490	490	0.0002392952024	B	outer_evaluation
xqcqieV0Rn8	488	488	0.0002383184873	B	outer_evaluation
nNFDj9fRAqE	488	488	0.0002383184873	B	outer_evaluation
s2oX3zxWuEI	487	487	0.0002378301297	B	outer_evaluation
rwe-hBNpzH8	486	486	0.0002373417722	B	outer_evaluation
jbKDW9URnvM	486	486	0.0002373417722	B	outer_evaluation
jZTe5cbwwEE	484	484	0.000236365057	B	outer_evaluation
nmWplIQhvoA	482	482	0.0002353883419	B	outer_evaluation
aWwjhcYLbRw	480	480	0.0002344116268	B	outer_evaluation
Y9fvHRNz2Bs	478	478	0.0002334349117	B	outer_evaluation
slLRsFFiiRc	476	476	0.0002324581966	B	outer_evaluation
96o9hxy64wI	473	473	0.0002309931239	B	outer_evaluation
6Vg10LxmWUY	469	469	0.0002290396937	B	outer_evaluation
wlrb0HyIs-Q	469	469	0.0002290396937	B	outer_evaluation
0p9XKC_J3hU	460	460	0.0002246444757	B	outer_evaluation
hfK8QtTd7fo	459	459	0.0002241561181	B	outer_evaluation
3paDwuRQP1w	459	459	0.0002241561181	B	outer_evaluation
5IhAgV0Bf_4	457	457	0.000223179403	B	outer_evaluation
eOU_40p9RpA	454	454	0.0002217143304	B	outer_evaluation
fDYZINwIs_A	454	454	0.0002217143304	B	outer_evaluation
Mw4EZYZAd9c	452	452	0.0002207376153	B	outer_evaluation
McnbZjgCPLw	451	451	0.0002202492577	B	outer_evaluation
95mDHiLeDCM	451	451	0.0002202492577	B	outer_evaluation
wCbQxI_-GKU	451	451	0.0002202492577	B	outer_evaluation
nZEPf7a8GbI	448	448	0.000218784185	B	outer_evaluation
lksy-At0vxc	448	448	0.000218784185	B	outer_evaluation
S6S2XL0-ZpM	447	447	0.0002182958275	B	outer_evaluation
KgXuILFtgJQ	445	445	0.0002173191124	B	outer_evaluation
w_qYZSVx2dM	443	443	0.0002163423972	B	outer_evaluation
h4LrwMn94ss	443	443	0.0002163423972	B	outer_evaluation
GMnoxaqqReQ	442	442	0.0002158540397	B	outer_evaluation
yG3wpvLUQcg	438	438	0.0002139006095	B	outer_evaluation
cnllFPRyBFs	436	436	0.0002129238944	B	outer_evaluation
_tBaGXNwlp0	435	435	0.0002124355368	B	outer_evaluation
y-nEcwAyQos	435	435	0.0002124355368	B	outer_evaluation
HIsJqphLCyw	433	433	0.0002114588217	B	outer_evaluation
5eA5HpyFsIk	433	433	0.0002114588217	B	outer_evaluation
E_oqbJatW3E	431	431	0.0002104821066	B	outer_evaluation
ejDe6hQWZOk	428	428	0.0002090170339	B	outer_evaluation
pjWLxORDDP4	420	420	0.0002051101735	B	outer_evaluation
pqAGD3ijMPw	415	415	0.0002026683857	B	outer_evaluation
6IUj6jyoTl0	415	415	0.0002026683857	B	outer_evaluation
zqkawTdHN5s	410	410	0.0002002265979	B	outer_evaluation
kDyK9VGfLW8	409	409	0.0001997382404	B	outer_evaluation
0mXv97u2OCM	404	404	0.0001972964526	B	outer_evaluation
_iRAn6feOmw	399	399	0.0001948546648	B	outer_evaluation
nHP7l5zAwGA	399	399	0.0001948546648	B	outer_evaluation
NuRvTWhELqs	398	398	0.0001943663072	B	outer_evaluation
FsmNLTdE2p0	398	398	0.0001943663072	B	outer_evaluation
Zj_4YmbMWtg	398	398	0.0001943663072	B	outer_evaluation
aCwLQrJz4Bo	396	396	0.0001933895921	B	outer_evaluation
AIPqRuTjI4E	394	394	0.000192412877	B	outer_evaluation
f5k5cF80aUE	394	394	0.000192412877	B	outer_evaluation
5Fs_7A_V2kA	392	392	0.0001914361619	B	outer_evaluation
kmAisuAFckw	386	386	0.0001885060166	B	outer_evaluation
bEXCrGIOoWU	384	384	0.0001875293015	B	outer_evaluation
Ea_Huc2-lwo	384	384	0.0001875293015	B	outer_evaluation
6J_yzh1LNAE	383	383	0.0001870409439	B	outer_evaluation
SWhfaL7AdEc	380	380	0.0001855758712	B	outer_evaluation
60Qw70Rd9Yg	379	379	0.0001850875137	B	outer_evaluation
pI5Kng_GuLE	375	375	0.0001831340835	B	outer_evaluation
ihuGFUrzD30	371	371	0.0001811806532	B	outer_evaluation
IiGzuoblKSM	370	370	0.0001806922957	B	outer_evaluation
SRP5FYP71Ng	367	367	0.000179227223	B	outer_evaluation
zPskvGHHQtE	365	365	0.0001782505079	B	outer_evaluation
FLyWn2DCci4	364	364	0.0001777621503	B	outer_evaluation
jZnFr-Mzj9M	358	358	0.000174832005	B	outer_evaluation
-aNfi7CP8vM	356	356	0.0001738552899	B	outer_evaluation
dYyg91d7zjY	354	354	0.0001728785748	B	outer_evaluation
UgTM9y2rD38	350	350	0.0001709251446	B	outer_evaluation
4Fw9TbWIVJI	350	350	0.0001709251446	B	outer_evaluation
OGXUtVG0Y9w	349	349	0.000170436787	B	outer_evaluation
8aZbX-xMdgI	348	348	0.0001699484294	B	outer_evaluation
cM1Zuji24dI	348	348	0.0001699484294	B	outer_evaluation
rzsk_IvI7bQ	344	344	0.0001679949992	B	outer_evaluation
cHrOisasWLU	342	342	0.0001670182841	B	outer_evaluation
FX-YgVKC1AI	334	334	0.0001631114237	B	outer_evaluation
G1Z_JUTgZqo	332	332	0.0001621347085	B	outer_evaluation
oOhxCwkZsUI	330	330	0.0001611579934	B	outer_evaluation
cS3BDGNDu_8	329	329	0.0001606696359	B	outer_evaluation
MWCNzYUCys0	327	327	0.0001596929208	B	outer_evaluation
p4IeTRNcxc4	327	327	0.0001596929208	B	outer_evaluation
khw3YCTFLfs	326	326	0.0001592045632	B	outer_evaluation
S_tGoxSEh5Y	323	323	0.0001577394905	B	outer_evaluation
pVzHaakhKAw	323	323	0.0001577394905	B	outer_evaluation
mO4H5S_Q7aU	323	323	0.0001577394905	B	outer_evaluation
maO6KmmgcB8	322	322	0.000157251133	B	outer_evaluation
IgenXuE4qIM	318	318	0.0001552977028	B	outer_evaluation
ieWQdiQAh4M	318	318	0.0001552977028	B	outer_evaluation
4Ry6M_ZfJQc	317	317	0.0001548093452	B	outer_evaluation
ltA1VF_DUSc	317	317	0.0001548093452	B	outer_evaluation
plsot5mFAtQ	316	316	0.0001543209877	B	outer_evaluation
v0a8N7Y-Vfc	314	314	0.0001533442725	B	outer_evaluation
G_M3lYn6hAA	313	313	0.000152855915	B	outer_evaluation
aZjCq_hv2Pk	312	312	0.0001523675574	B	outer_evaluation
LX2rT5C3sJs	309	309	0.0001509024848	B	outer_evaluation
6qmReTSoz0E	305	305	0.0001489490545	B	outer_evaluation
ZJGzEeDXbyM	303	303	0.0001479723394	B	outer_evaluation
dJ5MXl66-UQ	303	303	0.0001479723394	B	outer_evaluation
ymPQOY2O_nw	299	299	0.0001460189092	B	outer_evaluation
NZtIGzAzJZM	299	299	0.0001460189092	B	outer_evaluation
vCWpKubBbcw	299	299	0.0001460189092	B	outer_evaluation
HS-2vVP95u8	295	295	0.000144065479	B	outer_evaluation
OIJr0voCvVQ	293	293	0.0001430887639	B	outer_evaluation
xsiHAO0gq74	292	292	0.0001426004063	B	outer_evaluation
nISNBD3I95A	287	287	0.0001401586185	B	outer_evaluation
_v8c7iWkYz0	286	286	0.000139670261	B	outer_evaluation
UF9OlX-QNHU	284	284	0.0001386935459	B	outer_evaluation
LAj3rqJvS3s	283	283	0.0001382051883	B	outer_evaluation
275248	280	280	0.0001367401156	B	outer_evaluation
cyu1HhakSaQ	278	278	0.0001357634005	B	outer_evaluation
GcfETVXgtg0	276	276	0.0001347866854	B	outer_evaluation
EULEL3QhKD0	275	275	0.0001342983279	B	outer_evaluation
9K4aWWoXuyU	269	269	0.0001313681825	B	outer_evaluation
4qjz4BQCZyM	268	268	0.000130879825	B	outer_evaluation
5QXHyL3BMto	267	267	0.0001303914674	B	outer_evaluation
FOMXt3lStco	266	266	0.0001299031099	B	outer_evaluation
O_fTDhCtAhw	262	262	0.0001279496796	B	outer_evaluation
NzpymNJaFjo	255	255	0.0001245311767	B	outer_evaluation
tXQQ0joMq1Q	251	251	0.0001225777465	B	outer_evaluation
TFKgo5JlPro	245	245	0.0001196476012	B	outer_evaluation
wLJohZMqR-g	241	241	0.000117694171	B	outer_evaluation
G3RPgs_7l3U	237	237	0.0001157407407	B	outer_evaluation
4Vl6AeEkAg4	235	235	0.0001147640256	B	outer_evaluation
L1gXZVU6AE4	234	234	0.0001142756681	B	outer_evaluation
lbx3eu8LUl8	234	234	0.0001142756681	B	outer_evaluation
9f6A3ucYArQ	231	231	0.0001128105954	B	outer_evaluation
4Z47qIrVil4	229	229	0.0001118338803	B	outer_evaluation
Jg2okZn6Ut8	228	228	0.0001113455227	B	outer_evaluation
RdOc70IrjJo	228	228	0.0001113455227	B	outer_evaluation
ap465Tlzf88	226	226	0.0001103688076	B	outer_evaluation
esnOE1LefKA	226	226	0.0001103688076	B	outer_evaluation
AjgDuPEp9sI	226	226	0.0001103688076	B	outer_evaluation
PN3ApHIGopo	226	226	0.0001103688076	B	outer_evaluation
QI-TTqj0KnA	219	219	0.0001069503047	B	outer_evaluation
Nd55vByy2F8	219	219	0.0001069503047	B	outer_evaluation
S8yP6lBOdKo	219	219	0.0001069503047	B	outer_evaluation
wCtZdAdoIm8	215	215	0.0001049968745	B	outer_evaluation
AKofHsmxa1I	215	215	0.0001049968745	B	outer_evaluation
lVj6ZdyW9pI	214	214	0.000104508517	B	outer_evaluation
dbpGH5iP0GE	213	213	0.0001040201594	B	outer_evaluation
